code_etab;nom_etab;telephone;e_mail;nom_proprio;nom_directeur;code_type_affiliation;type_affiliation;nif;foko_etab
102061020;COLLEGE PRIVE LE JOLI PETUNIA;034 11 447 67;;RAFARAMANANA JEANNETTE;RAFARAMANANA JEANNETTE;11;NON AFFILIÉ;;1020604
102061022;SEKOLY ANDRIAMASINTENA;034 59 123 62;;RATSIMBAZAFY CHARLES;RATSIMBAZAFY CHARLES;4;DN/FLM;;1020605
102061023;LYCEE PRIVE LAURIER B;034 60 373 05;;RAKOTOMALALA ARMAND;RAZANADRASOA VOLOLONOME BODOMALALA;7;DN/EPM;;1020605
102061024;LYCEE PRIVE AU P'TIT PRE;034 23 750 05;;RAMAHEFA HERISAONA;RAMAHEFA HERISAONA;11;NON AFFILIÉ;;1020605
102061025;COLLEGE PRIVE LES PETITS DAUPHINS;033 24 128 42;;RAVELOJAONA HAISOA;RAVELOJAONA HARISOA;10;AILE;;1020605
102061026;ECOLE PRIVEE LE DECLIC;033 21 657 26;;RAKOTONDRAINIBE CLAUDE;RAKOTONDRAINIBE CLAUDE;10;AILE;3000366158;1020605
102061027;COLLEGE PRIVE LES OLIVIERS;034 41 519 19;;RAFANOMEZANA AMANAMBE OLIVA;RAMINOSOASANDY ANJARATIANA;10;AILE;;1020605
102061028;COLLEGE PRIVE FJKM MAHALAVOLONA;034 74 480 03;;FOIBE FJKM;PASTEUR RAKOTOSON NJATOMANANTSOA;2;DN/FJKM;;1020606
102061029;ECOLE PRIVEE MIKOLO;034 92 061 93;;RANDRIAMBELOSON J.R;RANDRIAMBELOSON TONY SOARY;10;AILE;;1020606
102061030;LYCEE PRIVE VATOSOA;034 05 092 10;;KERCHEN FRIEDA ELIA;KERCHEN FRIEDA ELIA;11;NON AFFILIÉ;;1020606
102061031;COLLEGE PRIVE LES LIONCEAUX;034 30 306 48;;RASOARIMANANA SARAH FANJATIANA;RASOARIMANANA SARAH FANJATIANA;10;AILE;;1020606
102061033;COLLEGE PRIVE ANDRISOA;033 11 889 76;;ANDRIAMAMINIAINA CLEMENCE;RALISOA SERAPHINE;10;AILE;;1020608
102061035;COLLEGE PRIVE LE JOYEUX BALEINEAU;033 11 244 60;;LALANIRINA JOSIANE SAMUEL;LALANIRINA JOSIANE SAMUEL;11;NON AFFILIÉ;;1020608
102061037;ECOLE PRIVEE ANDRIAN'SCHOOL;034 08 940 94;;RAKOTO JOEL PHILIPPE;RAKOTOMALALANIRINA ANDRIANAIVO;10;AILE;5002891574;1020602
102061039;COLLEGE PRIVE SISSI;033 14 812 37;;RALALA HARISOA FEANA SUZANNA;RALALA HARISOA FELANA SUZANNA;11;NON AFFILIÉ;;1020605
102061040;COLLEGE PRIVE L'HIRONDELLE;033 08 708 01;;RABEKOTO NIRINA AIME GILBERT;RABEKOTO NIRINA AIME GILBERT;8;DN/ELM;;1020607
102061041;COLLEGE PRIVE LA BELLE COLOMBE;034 40 334 83;;RANIVOARIMANANA LANTO STELLA;RANIVOARIMANANA LANTO STELLA;11;NON AFFILIÉ;;1020601
102061042;COLLEGE PRIVE REIKO;034 63 323 74;;RAFARANIAINA MBOLATIANA;VOLOLONARIVOARISOA NAVALONA;11;NON AFFILIÉ;;1020604
102061044;PRESCOLAIRE PRIVE PITCHOUN;034 99 483 20;;ANDRIANARISOA HENINTSOA LAURA;ANDRIANARISOA HENINTSOA LAURA;11;NON AFFILIÉ;;1020608
102061045;LYCEE PRIVE LA FLECHE;034 80 719 47;;RAHANITRINIAINA NORTINA CAROLINE;RAHERINIRINARISOA SIMONE;11;NON AFFILIÉ;;1020602
102061046;COLLEGE PRIVE AKANY FANANTENANA;034 36 116 01;;ASSOCIATION ENFANTS DE L'ESPOIR DE MADAGASCAR;RAOELINIAINA PRISCA DE JESUS;11;NON AFFILIÉ;;1020606
102061048;COLLEGE PRIVE LES PETITS PINGOUINS;;;RAVOAHIRANTSOA VERONIQUE SUZANNE;RAHARIMANANA VONINTSOA LALAO;11;NON AFFILIÉ;;1020608
102061051;ECOLE PRIVEE VALISOA;034 13 167 44;;ABRAHAM MARI MONIQUE;ABRAHAM MARIE MONIQUE;10;AILE;;1020603
102061053;COLLEGE PRIVE MIOTISOA;034 40 398 24;;RAJAOHSON MINOMALALA SOLONIRINA;RAJAOHSON MINOMALALA SOLONIRINA;11;NON AFFILIÉ;;1020605
102061054;COLLEGE PRIVE LA LUMIERE DU JOUR;033 40 940 26;;RAMORASATA ARSENE RAYMOND;RAMORASATA ARSENE RAYMOND;10;AILE;;1020602
102061055;ECOLE PRIVEE PARC DES PRINCES II;034 46 133 46;;ANDRY MIRADO Ilo;;10;AILE;;1020606
102061056;ECOLE PRIVEE LE BON CHOIX;033 74 938 20;;ANDRIANASOLONOMENJANAHARY NORO ANTONOME;ANDRIANASOLONOMENJANAHARY NORO ANTONOME;11;NON AFFILIÉ;;1020605
102061057;COLLEGE PRIVE LA GRACE;034 16 053 07;;ANDRIAMAHANDIMBY RAOZY MAMEROVERO;ANDIAMAHANDIMBY RAORY MAMEROVERO;11;NON AFFILIÉ;;1020602
102061058;LYCEE PRIVE LA BELLE FONTAINE;033 43 770 64;;RAHARIANOROVONJISOA LALAOARINIONIVONJISOA;RAHARITIANA GEORGIA CHANTAL;10;AILE;;1020607
102061061;COLLEGE PRIVE FONENANTSOA;034 38 455 40;;RANAIVOSON GILBERT;RAKOTONDRAZAFY TENDRY NIRINA TANTARA;11;NON AFFILIÉ;;1020606
102061063;ECOLE PRIVEE LA BONNE TERRE;034 75 969 29;;VEROMANITRA HARINOELY;VEROMANITRA HARINOELY;11;NON AFFILIÉ;;1020604
102061064;COLLEGE PRIVE L'ESCALADE;033 81 731 16;;RALANTOHARISOA ARISTARQUE;RAFEHIVOLA RINDRA;10;AILE;;1020603
102061066;AKANIN'NY SOA;034 31 595 55;;RAZAFINOTRONA ROVAN'NY SOA HAJALALAINA;RAZAFINOTRONA ROVAN'NY SOA HAJALALAINA;9;SMT/MADAGASCAR;;1020602
102061067;COLLEGE PRIVE EVOLUTION SCHOOL;034 35 759 15;;ANDRIAMANAMPISOA RAMANANILAINA MILANTO;ANDRIAMANAMPISOA RAMANANILAINA MILANTO;11;NON AFFILIÉ;;1020604
102061068;ECOLE PRIVEE ORTHODOXE SAINTE CATHERINE;034 63 354 71;;Monseigneur PAVIOV IGNATTOS Senis;RAHARIMALALA Voangitiana Lalao;11;NON AFFILIÉ;;1020602
102061070;COLLEGE PRIVE LAURIER D;034 91 008 43;;RAKOTOMALALA Felana Harisoa;RAKOTOMALALA Felana Harisoa;11;NON AFFILIÉ;;1020607
102061071;COLLEGE PRIVE L'ARCHE DE NOE;034 01 192 06;;ANDRIAMAROMANANA HERINIAINA;ANDRIANAISOA NY FANIRY ARILALA;8;DN/ELM;;1020608
102061073;ECOLE PRIVEE LES PETITS POUCETS DE MADAGASCAR;034 54 510 79;;RANTO AIMEE SYBILLE;RANTO AIMEE SYBILLE;11;NON AFFILIÉ;;1020605
102061074;GARDERIE MI PIWY;034 66 331 44;;RANDRIANABO RAOBELINA ANJA MALALATIANA;RANDRIANABO RAOBELINA ANJA MALALATIANA;9;SMT/MADAGASCAR;;1020604
102061075;ECOLE PRIVEE CATHOLIQUE MERE RACHELLE GUARDINI;033 03 209 31;;SŒUR EDUCATRICE DE SAINTE DOROTHEE;SŒUR MUKAMANGA TREPHINIE;1;DINEC;;1020606
102061076;CAP SOAKOLOINA;034 04 854 36;;RAHARIMIADANA NOROLALASOA;RAHAIMIADANA NOROLALASOA;11;NON AFFILIÉ;;1020606
102061077;LYCEE PRIVE LES MEILLEURS II;034 20 897 98;;ROGER TATIENNE ELISA;ANDRIAMANANTENA TANJONA HERIZO;11;NON AFFILIÉ;;1020602
102061079;COLLEGE PRIVE MIABO;034 39 655 54;;RANDRIAMAMPIONONA DENIS;RADRIAMAHADIMANANA HANITRA MALALA;11;NON AFFILIÉ;;1020606
102061081;ECOLE PRIVEE AU PARADIS DES PETITS BOUTS;034 60 952 04;;;;11;NON AFFILIÉ;;1020606
102061083;ECOLE PRIVEE LES BOURGEONS;034 68 979 87;;RAZAYHARIVOLOLONA SUZETTE ODILE;RANOROTAHIANA LINAH MAIRE;11;NON AFFILIÉ;;1020606
102071001;COLLEGE PRIVE LILAS;034 70 802 58;;RATIARSON JHONSON VOAHIRANA;RATIARSON JHONSON VOAHIRANA ;10;AILE;;1020704
102071002;COLLEGE DES SERAPHINS I;034 44 198 08;contact.les.seraphins@gmail.com;RANDRIANASOLO Nalisetra Miangolanavalona;RABARIJAONA Nasolo Onja Niaretana;8;DN/ELM;;1020702
102071003;LYCEE PRIVE GABRIELLA;032 41 601 23;lyceeprivegab@gmail.com;RAHANTAVOLOLONA BEBY NIRINA;RAZANAKOTO ANDRIAMIKATRA BENJAMIN;8;DN/ELM;;1020702
102071004;ECOLE PRIVEE SEKOLY KATOLIKA MARIA IMAKOLE;034 95 196 43;mravololomanana@gmail.com;ECAR;RAVOLOLOMANANA Marie Odile;1;DINEC;;1020703
102071005;AKANY LES PIONNIERS;034 01 105 04;malalandray@gmail.com;ANDRIAMALALANDRAY Lantonirina Fenomanana;ANDRIAMALALANDRAY Lantonirina Fenomanana;10;AILE;;1020703
102071006;COLLEGE PRIVE LA PIE II;033 12 449 37;;RAVELOARINORO Rindra Harisoa;RAVELOARINORO Rindra Harisoa;8;DN/ELM;;1020703
102071007;ECOLE PRIVEE INSTITUTION ART ET SCIENCE DE L'EDUCATION;034 64 565 64;;RAHARINOSY HARISOA;RAHARINOSY HARISOA;10;AILE;;1020703
102071009;COLLEGE FITSIMBINANA;032 49 901 84;;RAKOTOMAMONJY Eugène;RAKOTOMAMONJY Eugénie;10;AILE;;1020704
102071010;LYCEE PRIVE FITSIMBINANA;033 24 901 84;;RAKOTOMAMONJY Eugène;RAKOTOMAMONJY Andréa;10;AILE;;1020706
102071011;COLLEGE PRIVE LOVASOA;034 70 959 22;;RAZANAKOTO  Jean Robic;RAZANAKOTO Jean Robic;8;DN/ELM;;1020704
102071012;AZARIA COLLEGE;032 41 495 75;;RANDRIAMAHARY HAMON;RAJAONARISON JEAN SERGE;8;DN/ELM;;1020704
102071013;ECOLE PRIVEE PRINCE'S PARK;034 15 009 44;;RAHARISOAVELOMANITRA HANTA;RAHARISOAVELOMANITRA HANTA;10;AILE;5001097946;1020704
102071016;LYCEE PRIVE ARCADE III;034 49 912 68;;RATOEJANAHARY Bruno;RANDRIANIAINA Ludger ;11;NON AFFILIÉ;;1020705
102071017;LYCEE PRIVE FJKM AMBOHIMAMORY;034 06 252 30;;FJKM AMBOHIMAMORY;LALANIRINAHASIMANANA Andry;2;DN/FJKM;;1020705
102071019;ECOLE PRIVEE PINOCCHIO;034 64 876 39;cppinocchio@gmail.com;RATSIMBA;RAZAFIMANANTSOA MIANDRY TIANA;8;DN/ELM;;1020705
102071020;COLLEGE PRIVE LE TOUSSAINT;034 68 806 55;;RANDRIANOMANANA René;RANDRIANOMANANA René;11;NON AFFILIÉ;;1020705
102071022;ECOLE PRIVEE ESPOIR;034 19 373 04;;RAMANANA Ranoroharivony Nirina;RAMANANA Ranoroharivony Nirina;10;AILE;;1020706
102071023;ECOLE PRIVEE LES PETITS CHAPERONS ROUGES;033 14 730 07;;RASOARIMALALA Livaharisoa;RASOARIMALALA Livaharisoa;10;AILE;;1020706
102071024;INSTITUTION DE FUTURES ELITES;034 63 068 89;;RAKOTOMAMAONJY Eugène;RAKOTOMAMONJY Jeannot ;10;AILE;;1020706
102071025;LYCEE PRIVE P'TIT MICHOU;033 01 595 07;ptmichou@gmail.com;RAZAFINDRAKOTO Oméga Onintsoa;RAZAFINDRAKOTO Oméga Onintsoa;11;Non affilié;3002081175;1020706
102071026;ECOLE PRIVEE OCEANE;034 68 754 45;;RENEE Marie Adorson;RAHELY HARISOA Lydia Julie;8;DN/ELM;;1020706
102071027;LYCEE PRIVE DES SERAPHINS II;034 02 117 29;contact.les.seraphins@gmail.com;RANDRIANASOLO Nalisetra Miangolanavalona;RANDRIANASOLO Kiady Fandresena Guy Claudio;8;DN/ELM;;1020706
102071028;COLLEGE PRIVE WINNIE;034 17 900 39;;RASOAZANAMANANA;RASOAZANAMANANA;10;AILE;;1020706
102071029;LYCEE PRIVE ALPHA SCHOOL;034 26 302 67;;RATOVOHERY JEAN AIME;RATOVOHERY JEAN AIME;10;AILE;;1020707
102071030;COLLEGE PRIVE ESSOR;034 45 131 21;;ANDRIAMIHAJAMANANA Zoarivelo;ANDRIAMIHAJAMANANA Zoarivelo;10;AILE;;1020707
102071033;ECOLE PRIVEE MINOU SCHOOL;034 63 096 77;andofanantenanaramanahadray01@gmail.com;ANDRIAMIALISOA RAKOTOMALALA;RAMANAHADRAY ANDO FANANTENANA;11;NON AFFILIÉ;;1020706
102071034;LYCEE PRIVE NIRY AND;034 20 494 01;;ANDRIAMAHAY MANDIMBISOA RAMANAMISATA;RAKOTOSON ANDRIAHARINALA NAFTALY KENN DANITA;11;NON AFFILIÉ;;1020704
102071035;ECOLE PRIVEE HAPPY DAYS;034 79 147 56;lazafetra@yahoo.com;RABEZANAHARY Lazasoa;RABEZANAHARY Lazasoa;11;NON AFFILIÉ;;1020702
102071036;COLLEGE PRIVE LA PAIX DIVINE;034 29 185 57;ainaperle@yahoo.fr;RANDRIANTSALAMA Bernard;RANDRIATSALAMA Soaniaina Perle;8;DN/ELM;;1020706
102071037;COLLEGE PRIVE PRINCE DE LA PAIX;034 43 234 57;;KERSCHEN ANDO MIALY HERILAZA;KERSCHEN ANDO MIALY HERILAZA;8;DN/ELM;;1020703
102071039;ECOLE PRIVEE FANDROSOANA V;033 14 101 22;;ANDRIAMANANJARA Hantaseheno;RAZANADRAFARA Clarisse;11;NON AFFILIÉ;;1020706
102071041;LYCEE PRIVE LA JOIE;034 01 560 56;;RASOAMIHAMINA Voahangy Aimée;RASOAMIHAMINA Voahangy Aimée;10;AILE;;1020301
102071043;ECOLE PRIVEE PREVISA EDUCATIVE CENTER;034 20 250 66;andriamalaltianasarobidy@gmail.com;ANDRIAMALALATIANA Daniella Sarobidy;ANDRIAMALALATIANA Daniella Sarobidy ;11;NON AFFILIÉ;;1020705
102071044;COLLEGE PRIVE CARMIEL;034 29 914 17;;NAMBININA Arilala;NAMBININA Arilala;11;NON AFFILIÉ;;1020705
102071045;ECOLE PRIVEE NID DES FLAMANTS;034 87 743 32;;RAMANANTSIALONINA MANOHA HASINA;RANOROMALALA VERO;8;DN/ELM;;1020704
102071048;LYCEE PRIVE ART ET SCIENCES DE L'EDUCATION II;034 36 179 09;;RAHARINOSY HARISOA;RAHARINOSY EMILE;10;AILE;;1020704
102071051;ECOLE PRIVEE FANAMBY;034 08 692 60;;RAHARIMALALA ELISABETH MARIE SAHONDRA;RAHARIMALALA ELISABETH MARIE SAHONDRA;11;NON AFFILIÉ;;1020703
102071052;LYCEE PRIVE POLYVALENT L'EXCELLENCE;034 41 942 52;mfidison@gmail.com;RANDRIAMAHENINA Miarisoa Joseph;ANDRIAMAHENINA Fidison Mamy;8;DN/ELM;;1020706
102071053;ECOLE PRIVEE SKOLIATLIA;034 19 416 50;;RAZAFINDRAVAO SAHONDRANIRINA;ANDRIANARISOA SARIAKA VATOSOA;11;NON AFFILIÉ;;1020703
102071054;ECOLE PRIVEE AU BEAU LIEU;034 55 045 97;;rakoto ramanantsoa tovondriaka andry;RAZAFINDRALAMBO IARINIAINA;11;NON AFFILIÉ;;1020706
102071056;LYCEE PRIVE EMERAUDE;033 41 095 83;;ANDRIAMAHERISOA GAELLE;ANDRIAMAHERISOA GAELLE;10;AILE;;1020702
102071057;LYCEE PRIVE LA FRATERNITE;033 06 386 33;;;RAZAFINJATOVO Vola Livarisoa;8;DN/ELM;;1020706
102071058;ETABLISSEMENT SCOLAIRE LES P'TITS CHAMPIONS;034 27 870 15;;RAKOTOVAO MIHANINARIVONY FANANTENANA;RAKOTOVAO MIHAMINARIVONY FANANTENANA;10;AILE;;1020704
102081001;LYCEE PRIVE ELIDA;034 69 186 82;;RANDRIAMARO ALBERT;RAHARIVOLOLONA SIMONNETTE;8;DN/ELM;;1020802
102081002;ECOLE PRIVEE CATHOLIQUE SAINT JOSEPH;034 76 886 22;edifa.faliarivo@gmail.com;ECAR SAINT JOSEPH ANDROHIBE;RAKOTOARIMALALA Sylvia Perle Clémence;1;DINEC;5001989469;1020803
102081003;ECOLE PRIVEE CATHOLIQUE SAINT ANTOINE DE PADOUE;;;ECAR;RAMAROSANDRATANA JEAN MARCEL;1;DINEC;1000700048;1020807
102081007;ECOLE PRIVEE IKOLOINTSOA;034 02 330 12;;RAKOTOMAHAZO LANTO HARISOA;RAKOTOMAHAZO LANT HARISOA;8;DN/ELM;;1020808
102081008;ECOLE PRIVEE FJKM AKANY FEHIZORO;034 51 937 20;;FJKM;RABEMAROMANANA Rado Tolotriniaina;2;DN/FJKM;;1020801
102091001;LYCEE PRIVE MODERNE D'ANKARAOBATO;032 42 814 98;;RAHELIVOLOLONA MARIETTE UGENIE;RAKOTOZAFIMAMPIANDRA GABRIEL;11;NON AFFILIÉ;;1020901
102091004;COLLEGE NORMAL WILLIAM MILLER;034 01 168 21;;RETORA Biza Jeanine;RETORA Biza Jeanine;5;DN/ADVENTISTE;;1020902
102091019;ECOLE PRIVEE NI-MIRINDRA;032 57 248 94;;ANDRIANJATOVO R NIRINA MATHILDE;RASOLOARISON PASCAL AMEDEE ;10;AILE;;1020904
102091006;LYCEE PRIVE LA SOURCE;032 02 366 84;;RATSIMBAZAFY Albertine Marie Eugenie;RANAIVOSON Farasoa Voahirana;11;NON AFFILIÉ;;1020903
102091008;COLLEGE PRIVE LES PETITS GENIES II;034 08 994 77;;RADOSON Volatiana Josette Sylvia;RAZAFIMALALA Radoson Toavina;11;NON AFFILIÉ;;1020903
102091009;COLLEGE PRIVE MARISIKA;033 12 051 57;;RASOAHARIMANGA Gentille;RASOAHARIMANGA Gentille;11;NON AFFILIÉ;;1020903
102091010;ECOLE PRIVEE LE DIAMANT;034 37 608 59;mailranto2@gmail.com;RAHARISOA Hanitra Germaine Adeline;RANDRIAMIHARINTSOA Rantoniaina;11;NON AFFILIÉ;;1020904
102091011;COLLEGE PRIVE ROJOM PAHASOAVANA;034 69 388 94;paranjaka@gmail.com;ASSOCIATION ROJO-PAHASOAVANA;RAJAONARIVELO ANDRIAMPARANJAKA;10;AILE;;1020904
102091012;COLLEGE PRIVE DIAVOLANA;034 64 249 13;;RAMORASATA RAKOTONOELY Emilson;RAMORASATA RAKOTONOELY Emilson;8;DN/ELM;;1020905
102091013;SEKOLY DIAVOLANA IV;034 64 249 13;;RAMORASATA VOLOLONIRINA LALAO ;RAMORASATA VOLOLONIRINA LALAO;8;DN/ELM;;1020905
102091014;SEKOLY MANAMBINA III;034 76 338 54;;RAZAFITSIFERANA Aimée Rachel;RAZAFITSIFERANA Aimée Rachel;8;DN/ELM;;1020905
102091016;COLLEGE PRIVE FJKM IFARIHY;034 91 228 30;rindraralaiarimanana@gmail.com;FJKM ;RALAIARIMANANA Andriamirindra Herinjaka;2;DN/FJKM;;1020907
102091017;COLLEGE PRIVE DESCARTES;034 47 398 58;;RAZAFINDRAVELO HELENE;RAKOTONDRAMANANA ELISOARIVELO;8;DN/ELM;;1020907
102091018;ECOLE PRIVEE CATHOLIQUE NOTRE DAME DU ROSAIRE;034 15 744 62;;EGLISE CATHOLIQUE ROMANE;RANDRIAMIFIDISOA William;1;DINEC;1000700048;1020907
102091020;ECOLE PRIVEE MON ENFANT;033 12 681 58;;RABODOHARIVOLOLONNA LOVA LAUCIA MICHAELLE;RABODOHARIVOLOLONA LOVA LAUCIA MICHAELLE;10;AILE;;1020907
102091021;COLLEGE PRIVE BALSAM SCHOOL;034 19 472 82;;RAZAFIMANANTSOA MAMY NIRINA OLIVIE DANIEL;RAJAONAH FARAMALALA NOMENJANAHARY;5;DN/ADVENTISTE;;1020907
102091023;LYCEE PRIVE MANAMBINA III ANNEXE;034 90 180 34;;RAZAFITSIFERANA MODESTE MICHEL RAOUL;RAMIADASONA AUBERTILLE EMILIENNE;10;AILE;;1020905
102091025;LYCEE PRIVE ANKOAY;034 08 089 96;;RAFARARANO WILSON FRANCK;TIANA ROSA FRANCK;10;AILE;;1020906
102091026;ECOLE PRIVEE BLUE BIRD SCHOOL;033 14 900 08;;SOLOFOSON GEO LAMOUR MIKCHAEL ;SOLOFOSON GEO LAMOUR MIKCHAEL ;10;AILE;;1020902
102091028;COLLEGE PRIVE LA FONTAINE BLEUE;034 20 836 60;;RAHARIVELO MARIE CECILE;RAZOELIARISOA CLAUDINE;10;AILE;;1020903
102091029;LYCEE PRIVE LA REUSSITE;034 29 373 07;;RAZIRIARISON JEAN THEODORE;RAZIRIARISON JEAN THEODORE;10;AILE;;1020901
102091030;LYCEE PRIVE FOR TWELVE SCHOOL;034 80 992 26;;RAZAFINDRAINIBE Samoela Andrianirina;RAZAFINDRAINIBE Samoela Andrianirina ;10;AILE;;1020903
102091034;ECOLE PRIVEE LA FONTAINE;034 92 545 50;lafontaine.mg@gmail.com;ANDRIAMBELO Bakolisoa Annie;ANDRIAMBELO Bakolisoa Annie;11;NON AFFILIÉ;;1020903
102091036;ECOLE PRIVEE DES P'TITS SAVANTS;034 02 470 87;;RAKOTOARIMANANA Solofoniaina;RAKOTOARIMANANA Solofoniaina;10;AILE;;1020903
102091037;ECOLE PRIVEE LE NID D'ABEILLE;034 18 640 86;;RAZANANIVO Bakomalala Harinjaka;RAZANANIVO BAKOMALALA HARINJAKA;11;NON AFFILIÉ;;1020902
102091038;COLLEGE PRIVE L'ESPOIR D'ANKADILALAMPOTSY;034 09 101 11;;RATSIMBAZAFY Olivier ;RATSIMBAZAFY  Olivier ;2;DN/FJKM;;1020903
102091039;LYCEE PRIVE CHRETIEN ANDON'AINA;034 15 617 88;;RAOELIMANANA Haingotiana;RAOELIMANANA Haingotiana;8;DN/ELM;;1020901
102091041;ECOLE PRIVEE ILOAH E-SCHOOL;034 03 173 37;iloah10maths@gmail.com;RATSIMIHETRISOA HASINA HASOFERA;RATSIMIHETRISOA HASINA HASOFERA;11;NON AFFILIÉ;;1020902
102091042;COLLEGE PRIVE AKANY MIAHY FANIRIHANTSOA;034 22 866 95;;RASOLOHERIMALAZA Marie Yolande;ANDRIANDAMBOMIFANOMPO Fanjanirina;11;NON AFFILIÉ;;1020901
102091043;ECOLE PRIVEE ADVENTISTE LES TROIS ANGES;033 74 522 66;;EGLISE ADVENTISTE LES TROIS ANGES;RAMAROVAVY JEANNINE;5;DN/ADVENTISTE;;1020906
102091044;ECOLE PRIVEE MENDRIKA;034 60 972 28;;HARISON Sylvia Nantenaitsoa ;RAZAFINDRAKOTO Haingotiana Aurélie ;11;NON AFFILIÉ;;1020904
102091046;THE KIDS;034 10 582 29;;RAJAONERA RIJA NIRINA;ANDRIAMALALA HENINTSOA NATHALIE;11;NON AFFILIÉ;;1020907
102091047;ECOLE PRIVEE NY FITAHIANAO;034 59 580 50;;RAZAFINIRINA Jacqueline;RAZAFINIRINA Jacqueline;11;NON AFFILIÉ;;1020902
102091049;ECOLE PRIVEE LES TROIS N SCHOOL;034 75 935 50;;NOMENJANAHARY CLARA HOBISOA ;NOMENJANAHARY CLARA HOBISOA;11;NON AFFILIÉ;;1020902
102091051;ECOLE PRIVEE HOPE SCHOOL;034 61 615 61;;RABENASOLOHERIZO Paascaline Barimorasoa;RABENASOLOHERIZO Pascaline Barimorasoa;11;NON AFFILIÉ;;1020903
102101001;SEKOLY KATOLIKA FO MASIN I JESOA AMPANATAOVANA;034 46 796 62;;EKAR FO MASIN'I JESOA AMPANATAOVANA;RAHELINIAINJANAHARY Adelaïde;1;DINEC;;1021003
102101002;ECOLE PRIVEE CATHOLIQUE NOTRE DAME DE LOURDES AMPANY;034 10 991 27;;ECAR AMPANY;RANDRIAMORASATA FRANCOIS XAVIER;1;DINEC;;1021005
102101003;ECOLE PRIVEE CATHOLIQUE SAINT LOUIS AMBOHIJATOVO;034 52 424 70;;PRIVE;RANDRIAMANANJARA LANDINIRINA EMELIE;1;DINEC;11723201D;1021010
102101004;ECOLE PRIVEE FJKM FIRAISANA ANTANETIKELY;034 08 260 93;;FIANGONAN'I JESOA KRISTY ETO MADAGASIKARA;TOJOFANIRIANTSOA NOMENJANAHARY;2;DN/FJKM;;1021011
102101005;COLLEGE PRIVE MANOA ZOARA III;034 15 766 33;;RAKOTONIRIANA ANDRIAMAMPIONONA DIEUDONNE;RANDRIAMIHOATRA ANDRIANARIVELO FANJANIAINA;10;AILE;;1021010
102101006;LYCEE PRIVE CHRETIEN MANOLOTSOA;034 14 772 08;;RAZAFINANRIANA BAKOARIVELO VOAHIRANA;RAHANTASOA LALAO DENISE;10;AILE;;1021011
102111002;COLLEGE PRIVE SOA MAHATANA;033 12 797 03;;RANAIVOSON Raymond;RANAIVOSON Raymond José;11;NON AFFILIÉ;;1021102
102111004;COLLEGE PRIVE LA RUCHE;034 17 650 76;;RANOARIVONY John Rolland;ANDRIANIAINA Lovasoa;10;AILE;;1021102
102111005;LYCEE PRIVE LE PRIVILEGE;034 19 001 81;;RATSIMBAHARIMANANA HULY RADO;RATSARASATA MARIE JEANNE;8;DN/ELM;;1021102
102111006;COLLEGE PRIVE LE POMMIER;033 11 169 37;;RAVOLOLOMBOAHANGY Rasoarimanana Berthe;RAVOLOLOMBOAHANGY Rasoarimanana Berthe;10;AILE;;1021102
102111007;COLLEGE PRIVE LES PIONNIERS;034 19 086 84;;RANDRIANARISOA Alfred;RANDRIANARISOA Alfred;10;AILE;;1021103
102111009;ECOLE PRIVEE THE GOLDEN;034 15 359 28;;RAZANADRASOA VONIMBOAHIRANA MBOLATINA;RAZANADRASOA VONIMBOAHIRANA MBOLATINA;11;NON AFFILIÉ;;1021103
102111011;COLLEGE PRIVE CALEB RAZAFIMINO;032 88 740 02;;RAZANAKOTO NOROSOA ELIANE MYRIAME;RAZANAKOTO NOROSOA ELIANE MYRIAME;11;NON AFFILIÉ;;1021104
102111012;COLLEGE PRIVE LES P'TITSCHOUCHOUX;034 90 944 40;gotsoravel.07@gmail.com;RAVOLOLOMAMPIONONA Minoharimiadana ;RAVELONIRINA  Sihanouk Mamy Julien;8;DN/ELM;;1021104
102111013;COLLEGE PRIVE ARC EN CIEL;033 83 191 74;;RASOANDRINA HERY LAZA;LALAOVOLA PATRICIA LILIANE;11;NON AFFILIÉ;;1021104
102111014;ECOLE PRIVEE LES MERVEILLES;033 29 980 37;;RAZANABOLOLONA Maminirina;RAZANABOLOLONA Maminirina;11;NON AFFILIÉ;;1021104
102111015;ECOLE PRIVEE LA CORNEILLE;033 28 995 89;;RAZAIARIMANANA LUCIENNE;RAZAIARIMANANA LUCIENNE;4;DN/FLM;;1021104
102111016;ECOLE PRIVEE CATHOLIQUE SAINTE THERESE D'AVILA;033 03 226 38;;ESCAR Sainte Thérèse d'AVILA Bemasoandro;RAHOLIARIMANANA Marie Claire;1;DINEC;1 0007 000 48;1021105
102111019;COLLEGE PRIVE MADECASSE;;;ANDRIAMANDIMBIHASINA Sedera;ANDRIAMANDIMBIHASINA Sedera;11;Non affilié;;1021106
102111020;COLLEGE PRIVE LES FLAMANTS ROSES;034 95 579 49;;SOLOARISOA ELISA COLOMBE;SOLOARISOA ELISA COLOMBE;10;AILE;;1021106
102111024;COLLEGE PRIVE LES JOLIES CAPUCINES;034 94 351 89;;RATOVONIAINA DOMOINA;RAONIMBOLA MARIE CLAIRE;11;NON AFFILIÉ;;1021106
102111025;LYCEE PRIVE ORION;033 11 176 32;;ADVENTISTE;RASOLONJATOVO KELLY PATRICIA;5;DN/ADVENTISTE;;1021106
